quote_type,quote_date,price_brl,variation_day,variation_month,price_usd
arabica,2025-10-28,2214.00,-2.30,4.07,413.06
arabica,2025-10-29,2217.39,0.15,4.23,413.23
arabica,2025-10-30,2210.41,-0.31,3.90,411.01
arabica,2025-10-31,2206.59,-0.17,3.72,410.07
arabica,2025-11-03,2253.33,2.12,2.12,420.71
arabica,2025-11-04,2272.55,0.85,2.99,421.00
arabica,2025-11-05,2305.83,1.46,4.50,430.27
arabica,2025-11-06,2250.02,-2.42,1.97,420.72
arabica,2025-11-07,2290.64,1.81,3.81,429.12
arabica,2025-11-10,2291.24,0.03,3.84,431.74
arabica,2025-11-11,2294.47,0.14,3.98,435.38
arabica,2025-11-12,2241.18,-2.32,1.57,423.42
arabica,2025-11-13,2218.70,-1.00,0.55,418.86
arabica,2025-11-14,2204.71,-0.63,-0.09,416.06
arabica,2025-11-17,2207.42,0.12,0.04,414.46
arabica,2025-11-18,2231.54,1.09,1.13,419.62
arabica,2025-11-19,2232.10,0.03,1.16,418.15
arabica,2025-11-21,2181.70,-2.26,-1.13,404.24
arabica,2025-11-24,2198.88,0.79,-0.35,407.65
arabica,2025-11-25,2250.10,2.33,1.97,418.55
arabica,2025-11-26,2239.07,-0.49,1.47,419.62
arabica,2025-11-27,2241.53,0.11,1.58,418.67
arabica,2025-11-28,2252.95,0.51,2.10,422.53
arabica,2025-12-01,2233.34,-0.87,-0.87,416.74
arabica,2025-12-02,2231.43,-0.09,-0.96,418.50
arabica,2025-12-03,2217.50,-0.62,-1.57,417.45
arabica,2025-12-04,2235.73,0.82,-0.76,421.12
arabica,2025-12-05,2217.02,-0.84,-1.59,406.35
arabica,2025-12-08,2223.46,0.29,-1.31,409.93
arabica,2025-12-09,2241.23,0.80,-0.52,412.07
arabica,2025-12-10,2258.89,0.79,0.26,412.36
arabica,2025-12-11,2283.45,1.09,1.35,422.78
arabica,2025-12-12,2253.93,-1.29,0.04,416.39
arabica,2025-12-15,2217.30,-1.63,-1.58,408.94
arabica,2025-12-16,2175.81,-1.87,-3.42,398.06
arabica,2025-12-17,2158.72,-0.79,-4.18,390.93
arabica,2025-12-18,2149.88,-0.41,-4.57,389.40
arabica,2025-12-19,2135.34,-0.68,-5.22,386.21
arabica,2025-12-22,2159.06,1.11,-4.17,386.79
arabica,2025-12-23,2162.00,0.14,-4.04,390.39
arabica,2025-12-26,2167.55,0.26,-3.79,390.97
arabica,2025-12-29,2176.02,0.39,-3.41,390.04
arabica,2025-12-30,2174.74,-0.06,-3.47,396.27
arabica,2026-01-02,2171.95,-0.13,-0.13,400.58
arabica,2026-01-05,2191.97,0.92,0.79,405.77
arabica,2026-01-06,2237.54,2.08,2.89,416.05
arabica,2026-01-07,2263.04,1.14,4.06,419.94
arabica,2026-01-08,2266.21,0.14,4.21,420.37
arabica,2026-01-09,2225.39,-1.80,2.33,414.64
arabica,2026-01-12,2205.19,-0.91,1.40,410.65
arabica,2026-01-13,2216.15,0.50,1.90,411.92
arabica,2026-01-14,2196.97,-0.87,1.02,406.92
arabica,2026-01-15,2201.88,0.22,1.25,410.65
arabica,2026-01-16,2180.20,-0.98,0.25,405.84
arabica,2026-01-19,2184.18,0.18,0.43,407.19
arabica,2026-01-20,2146.33,-1.73,-1.31,399.09
arabica,2026-01-21,2135.90,-0.49,-1.79,401.56
arabica,2026-01-22,2107.84,-1.31,-3.08,398.99
arabica,2026-01-23,2135.31,1.30,-1.81,403.88
arabica,2026-01-26,2144.25,0.42,-1.40,406.03
arabica,2026-01-27,2185.59,1.93,0.50,419.90
arabica,2026-01-28,2156.49,-1.33,-0.84,413.44
arabica,2026-01-29,2108.35,-2.23,-3.05,406.08
arabica,2026-01-30,2094.55,-0.65,-3.69,398.89
arabica,2026-02-02,2060.33,-1.63,-1.63,390.73
arabica,2026-02-03,1971.48,-4.31,-5.88,376.31
arabica,2026-02-04,1931.50,-2.03,-7.78,367.14
arabica,2026-02-05,1916.31,-0.79,-8.51,364.80
arabica,2026-02-06,1884.66,-1.65,-10.02,361.05
arabica,2026-02-09,1861.69,-1.22,-11.12,358.85
arabica,2026-02-10,1861.64,-0.00,-11.12,357.94
arabica,2026-02-11,1863.80,0.12,-11.02,359.39
arabica,2026-02-12,1891.03,1.46,-9.72,363.52
arabica,2026-02-13,1901.38,0.55,-9.22,363.90
arabica,2026-02-18,1862.40,-2.05,-11.08,355.08
arabica,2026-02-19,1818.91,-2.34,-13.16,348.12
arabica,2026-02-20,1806.48,-0.68,-13.75,348.81
arabica,2026-02-23,1781.98,-1.36,-14.92,344.81
arabica,2026-02-24,1811.91,1.68,-13.49,351.49
arabica,2026-02-25,1796.00,-0.88,-14.25,350.30
arabica,2026-02-26,1796.15,0.01,-14.25,349.17
arabica,2026-02-27,1797.61,0.08,-14.18,349.93
arabica,2026-03-02,1840.71,2.40,2.40,356.11
arabica,2026-03-03,1853.29,0.68,3.10,351.60
arabica,2026-03-04,1859.96,0.36,3.47,356.38
arabica,2026-03-05,1874.79,0.80,4.29,354.94
arabica,2026-03-06,1913.12,2.04,6.43,364.40
arabica,2026-03-09,1929.37,0.85,7.33,373.04
arabica,2026-03-10,1918.60,-0.56,6.73,371.75
arabica,2026-03-11,1872.75,-2.39,4.18,362.66
arabica,2026-03-12,1901.07,1.51,5.76,363.01
arabica,2026-03-13,1878.47,-1.19,4.50,353.56
arabica,2026-03-16,1908.03,1.57,6.14,364.82
arabica,2026-03-17,1927.15,1.00,7.21,370.18
arabica,2026-03-18,1917.02,-0.53,6.64,366.68
arabica,2026-03-19,1924.51,0.39,7.06,369.03
arabica,2026-03-20,1962.67,1.98,9.18,368.99
arabica,2026-03-23,1963.83,0.06,9.25,375.28
arabica,2026-03-24,1979.36,0.79,10.11,376.52
arabica,2026-03-25,1977.91,-0.07,10.03,378.84
arabica,2026-03-26,1968.47,-0.48,9.50,375.23
arabica,2026-03-27,1947.89,-1.05,8.36,371.52
arabica,2026-03-30,1898.90,-2.52,5.63,361.01
arabica,2026-03-31,1887.79,-0.59,5.02,363.67
arabica,2026-04-01,1880.08,-0.41,-0.41,364.50
arabica,2026-04-02,1870.64,-0.50,-0.91,362.39
arabica,2026-04-06,1885.21,0.78,-0.14,366.20
arabica,2026-04-07,1821.69,-3.37,-3.50,352.97
arabica,2026-04-08,1829.20,0.41,-3.10,357.90
arabica,2026-04-09,1821.38,-0.43,-3.52,359.60
arabica,2026-04-10,1814.56,-0.37,-3.88,362.26
arabica,2026-04-13,1821.25,0.37,-3.52,364.47
arabica,2026-04-14,1814.65,-0.36,-3.87,363.66
arabica,2026-04-15,1822.96,0.46,-3.43,365.18
arabica,2026-04-16,1800.72,-1.22,-4.61,360.65
arabica,2026-04-17,1765.66,-1.95,-6.47,354.34
arabica,2026-04-20,1775.85,0.58,-5.93,357.03
arabica,2026-04-22,1770.08,-0.32,-6.24,355.94
arabica,2026-04-23,1817.26,2.67,-3.74,362.80
arabica,2026-04-24,1831.26,0.77,-2.99,366.33
arabica,2026-04-27,1784.03,-2.58,-5.50,358.24
arabica,2026-04-28,1774.88,-0.51,-5.98,356.40
arabica,2026-04-29,1774.50,-0.02,-6.00,354.40
arabica,2026-04-30,1761.57,-0.73,-6.69,355.37
arabica,2026-05-04,1759.77,-0.10,-0.10,354.22
arabica,2026-05-05,1758.67,-0.06,-0.16,358.04
arabica,2026-05-06,1744.04,-0.83,-1.00,354.55
arabica,2026-05-07,1704.29,-2.28,-3.25,346.26
arabica,2026-05-08,1669.93,-2.02,-5.20,341.22
arabica,2026-05-11,1716.30,2.78,-2.57,350.55
arabica,2026-05-12,1673.43,-2.50,-5.00,341.94
arabica,2026-05-13,1687.47,0.84,-4.21,337.56
arabica,2026-05-14,1646.98,-2.40,-6.50,330.26
arabica,2026-05-15,1637.88,-0.55,-7.02,323.44
robusta,2001-11-08,55.76,,,21.75
robusta,2001-11-09,56.02,0.47,,22.06
robusta,2001-11-12,55.65,-0.66,,21.81
robusta,2001-11-13,55.61,-0.07,,22.05
robusta,2001-11-14,56.14,0.95,,22.06
robusta,2001-11-16,56.68,0.96,,22.42
robusta,2001-11-19,55.53,-2.03,,22.03
robusta,2001-11-20,55.61,0.14,,21.77
robusta,2001-11-21,55.74,0.23,,21.91
robusta,2001-11-22,55.87,0.23,,22.05
robusta,2001-11-23,55.74,-0.23,,22.26
robusta,2001-11-26,56.41,1.20,,22.75
robusta,2001-11-27,55.59,-1.45,,22.49
robusta,2001-11-28,55.36,-0.41,,22.29
robusta,2001-11-29,55.59,0.42,,21.89
robusta,2001-11-30,55.50,-0.16,,22.24
robusta,2001-12-03,55.42,-0.14,-0.14,22.59
robusta,2001-12-04,54.50,-1.66,-1.80,22.36
robusta,2001-12-05,53.46,-1.91,-3.68,21.94
robusta,2001-12-06,53.60,0.26,-3.42,22.15
robusta,2001-12-07,53.12,-0.90,-4.29,22.20
robusta,2001-12-10,52.75,-0.70,-4.95,22.62
robusta,2001-12-11,52.42,-0.63,-5.55,22.03
robusta,2001-12-12,52.25,-0.32,-5.86,22.04
robusta,2001-12-13,52.06,-0.36,-6.20,21.93
robusta,2001-12-14,51.84,-0.42,-6.59,21.81
robusta,2001-12-17,51.26,-1.12,-7.64,21.76
robusta,2001-12-18,50.80,-0.90,-8.47,21.85
robusta,2001-12-19,49.80,-1.97,-10.27,21.70
robusta,2001-12-20,49.60,-0.40,-10.63,21.25
robusta,2001-12-21,50.10,1.01,-9.73,21.43
robusta,2001-12-26,49.27,-1.66,-11.23,21.22
robusta,2001-12-27,49.02,-0.51,-11.68,21.04
robusta,2001-12-28,49.73,1.45,-10.40,21.47
robusta,2002-01-02,49.61,-0.24,-0.24,21.53
robusta,2002-01-03,49.59,-0.04,-0.28,21.61
robusta,2002-01-04,49.79,0.40,0.12,21.35
robusta,2002-01-07,50.10,0.62,0.74,21.50
robusta,2002-01-08,49.92,-0.36,0.38,21.03
robusta,2002-01-09,51.28,2.72,3.12,21.59
robusta,2002-01-10,51.66,0.74,3.88,21.33
robusta,2002-01-11,50.92,-1.43,2.39,21.20
robusta,2002-01-14,50.95,0.06,2.45,21.27
robusta,2002-01-15,51.68,1.43,3.92,21.77
robusta,2002-01-16,51.81,0.25,4.18,21.88
robusta,2002-01-17,51.57,-0.46,3.70,21.66
robusta,2002-01-18,51.53,-0.08,3.62,21.78
robusta,2002-01-21,51.68,0.29,3.92,21.77
robusta,2002-01-22,51.08,-1.16,2.71,21.45
robusta,2002-01-23,50.81,-0.53,2.17,21.31
robusta,2002-01-24,50.97,0.31,2.49,21.25
robusta,2002-01-25,50.70,-0.53,1.95,21.01
robusta,2002-01-28,50.65,-0.10,1.85,20.89
robusta,2002-01-29,50.53,-0.24,1.61,20.72
robusta,2002-01-30,49.87,-1.31,0.28,20.50
robusta,2002-01-31,49.64,-0.46,-0.18,20.56
robusta,2002-02-01,49.50,-0.28,-0.28,20.48
robusta,2002-02-04,49.18,-0.65,-0.93,20.27
robusta,2002-02-05,48.88,-0.61,-1.53,20.17
robusta,2002-02-06,48.64,-0.49,-2.01,19.97
robusta,2002-02-07,48.53,-0.23,-2.24,19.70
robusta,2002-02-08,48.50,-0.06,-2.30,19.72
robusta,2002-02-13,48.58,0.16,-2.14,20.15
robusta,2002-02-14,48.51,-0.14,-2.28,19.96
robusta,2002-02-15,48.67,0.33,-1.95,20.05
robusta,2002-02-18,48.85,0.37,-1.59,20.13
robusta,2002-02-19,48.89,0.08,-1.51,20.17
robusta,2002-02-20,49.31,0.86,-0.66,20.29
robusta,2002-02-21,50.50,2.41,1.73,20.85
robusta,2002-02-22,50.81,0.61,2.36,20.93
robusta,2002-02-25,50.26,-1.08,1.25,20.85
robusta,2002-02-26,50.37,0.22,1.47,21.04
robusta,2002-02-27,50.18,-0.38,1.09,21.04
robusta,2002-02-28,50.92,1.47,2.58,21.70
robusta,2002-03-01,50.63,-0.57,-0.57,21.59
robusta,2002-03-04,51.67,2.05,1.47,22.22
robusta,2002-03-05,52.10,0.83,2.32,22.34
robusta,2002-03-06,52.06,-0.08,2.24,21.98
robusta,2002-03-07,53.98,3.69,6.01,22.75
robusta,2002-03-08,54.75,1.43,7.52,23.29
robusta,2002-03-11,58.82,7.43,15.51,24.94
robusta,2002-03-12,59.48,1.12,16.81,25.52
robusta,2002-03-13,57.29,-3.68,12.51,24.39
robusta,2002-03-14,55.72,-2.74,9.43,23.76
robusta,2002-03-15,54.79,-1.67,7.60,23.23
robusta,2002-03-18,52.09,-4.93,2.30,22.25
robusta,2002-03-19,53.63,2.96,5.32,22.89
robusta,2002-03-20,57.53,7.27,12.98,24.53
robusta,2002-03-21,56.76,-1.34,11.47,24.21
robusta,2002-03-22,57.35,1.04,12.63,24.41
robusta,2002-03-25,56.69,-1.15,11.33,23.97
robusta,2002-03-26,57.45,1.34,12.82,24.49
robusta,2002-03-27,58.28,1.44,14.45,24.85
robusta,2002-03-28,59.75,2.52,17.34,25.70
robusta,2002-04-01,59.08,-1.12,-1.12,25.64
robusta,2002-04-02,60.94,3.15,1.99,26.51
robusta,2002-04-03,59.76,-1.94,0.02,25.86
robusta,2002-04-04,58.88,-1.47,-1.46,25.58
robusta,2002-04-05,57.86,-1.73,-3.16,25.38
robusta,2002-04-08,56.94,-1.59,-4.70,24.83
robusta,2002-04-09,58.34,2.46,-2.36,25.59
robusta,2002-04-10,58.49,0.26,-2.11,25.80
robusta,2002-04-11,57.23,-2.15,-4.22,25.06
robusta,2002-04-12,56.12,-1.94,-6.08,24.36
robusta,2002-04-15,56.55,0.77,-5.36,24.35
robusta,2002-04-16,56.29,-0.46,-5.79,24.25
robusta,2002-04-17,56.08,-0.37,-6.14,24.13
robusta,2002-04-18,57.43,2.41,-3.88,24.67
robusta,2002-04-19,56.26,-2.04,-5.84,24.20
robusta,2002-04-22,56.44,0.32,-5.54,24.10
robusta,2002-04-23,57.19,1.33,-4.28,24.22
robusta,2002-04-24,57.33,0.24,-4.05,24.31
robusta,2002-04-25,56.52,-1.41,-5.41,23.91
robusta,2002-04-26,56.59,0.12,-5.29,23.86
robusta,2002-04-29,56.11,-0.85,-6.09,23.74
robusta,2002-04-30,56.73,1.10,-5.05,24.02
robusta,2002-05-02,57.06,0.58,0.58,23.80
robusta,2002-05-03,57.49,0.75,1.34,23.86
robusta,2002-05-06,57.42,-0.12,1.22,23.72
robusta,2002-05-07,58.22,1.39,2.63,23.91
robusta,2002-05-08,58.17,-0.09,2.54,23.85
robusta,2002-05-09,55.99,-3.75,-1.30,22.64
robusta,2002-05-10,56.46,0.84,-0.48,22.88
robusta,2002-05-13,56.69,0.41,-0.07,22.49
robusta,2002-05-14,57.15,0.81,0.74,22.68
robusta,2002-05-15,57.60,0.79,1.53,22.98
robusta,2002-05-16,58.00,0.69,2.24,23.51
robusta,2002-05-17,58.07,0.12,2.36,23.45
robusta,2002-05-20,59.60,2.63,5.06,23.99
robusta,2002-05-21,60.92,2.21,7.39,24.54
robusta,2002-05-22,59.39,-2.51,4.69,23.52
robusta,2002-05-23,59.44,0.08,4.78,23.50
robusta,2002-05-24,59.52,0.13,4.92,23.61
robusta,2002-05-27,59.79,0.45,5.39,23.65
robusta,2002-05-28,60.05,0.43,5.85,23.75
robusta,2002-05-29,61.17,1.87,7.83,24.33
robusta,2002-05-31,61.48,0.51,8.37,24.44
robusta,2002-06-03,61.59,0.18,0.18,24.29
robusta,2002-06-04,61.74,0.24,0.42,23.77
robusta,2002-06-05,63.72,3.21,3.64,24.42
robusta,2002-06-06,64.89,1.84,5.55,24.39
robusta,2002-06-07,65.49,0.92,6.52,24.44
robusta,2002-06-10,64.13,-2.08,4.31,24.33
robusta,2002-06-11,64.99,1.34,5.71,23.96
robusta,2002-06-12,65.58,0.91,6.67,23.46
robusta,2002-06-13,66.10,0.79,7.51,24.39
robusta,2002-06-14,64.74,-2.06,5.30,23.83
robusta,2002-06-17,65.05,0.48,5.81,24.43
robusta,2002-06-18,64.92,-0.20,5.60,23.92
robusta,2002-06-19,65.76,1.29,6.96,24.29
robusta,2002-06-20,66.26,0.76,7.77,23.95
robusta,2002-06-21,67.05,1.19,9.06,24.03
robusta,2002-06-24,68.04,1.48,10.67,24.47
robusta,2002-06-25,68.30,0.38,11.09,24.18
robusta,2002-06-26,68.61,0.45,11.60,23.81
robusta,2002-06-27,69.27,0.96,12.67,24.26
robusta,2002-06-28,68.32,-1.37,11.13,23.95
robusta,2002-07-01,68.79,0.69,0.69,23.75
robusta,2002-07-02,70.16,1.99,2.69,24.26
robusta,2002-07-03,69.40,-1.08,1.58,24.22
robusta,2002-07-04,69.37,-0.04,1.54,24.35
robusta,2002-07-05,69.87,0.72,2.27,24.34
robusta,2002-07-08,69.52,-0.50,1.76,24.30
robusta,2002-07-10,69.62,0.14,1.90,24.42
robusta,2002-07-11,71.13,2.17,4.11,25.48
robusta,2002-07-12,70.59,-0.76,3.32,25.11
robusta,2002-07-15,68.22,-3.36,-0.15,23.92
robusta,2002-07-16,68.93,1.04,0.89,24.00
robusta,2002-07-17,70.05,1.62,2.53,24.18
robusta,2002-07-18,69.34,-1.01,1.49,24.32
robusta,2002-07-19,69.37,0.04,1.54,24.17
robusta,2002-07-22,69.56,0.27,1.81,23.96
robusta,2002-07-23,69.67,0.16,1.98,23.86
robusta,2002-07-24,69.68,0.01,1.99,23.65
robusta,2002-07-25,70.24,0.80,2.81,23.45
robusta,2002-07-26,70.34,0.14,2.96,23.35
robusta,2002-07-29,69.54,-1.14,1.79,21.83
robusta,2002-07-30,70.45,1.31,3.12,21.35
robusta,2002-07-31,71.78,1.89,5.06,20.68
robusta,2002-08-01,71.39,-0.54,-0.54,22.59
robusta,2002-08-02,71.76,0.52,-0.03,23.84
robusta,2002-08-05,71.39,-0.52,-0.54,22.56
robusta,2002-08-06,72.42,1.44,0.89,23.25
robusta,2002-08-07,71.49,-1.28,-0.40,23.67
robusta,2002-08-08,70.83,-0.92,-1.32,24.30
robusta,2002-08-09,70.47,-0.51,-1.83,23.26
robusta,2002-08-12,71.07,0.85,-0.99,22.52
robusta,2002-08-13,71.66,0.83,-0.17,22.64
robusta,2002-08-14,72.18,0.73,0.56,22.52
robusta,2002-08-15,72.27,0.12,0.68,22.51
robusta,2002-08-16,71.83,-0.61,0.07,22.98
robusta,2002-08-19,72.03,0.28,0.35,23.20
robusta,2002-08-20,72.17,0.19,0.54,23.28
robusta,2002-08-21,72.25,0.11,0.65,23.42
robusta,2002-08-22,73.11,1.19,1.85,23.25
robusta,2002-08-23,73.32,0.29,2.15,23.55
robusta,2002-08-26,72.83,-0.67,1.46,23.57
robusta,2002-08-27,73.15,0.44,1.91,23.33
robusta,2002-08-28,75.58,3.32,5.29,24.22
robusta,2002-08-29,75.72,0.19,5.49,24.63
robusta,2002-08-30,75.59,-0.17,5.31,25.11
robusta,2002-09-02,76.84,1.65,1.65,25.09
robusta,2002-09-03,78.51,2.17,3.86,25.32
robusta,2002-09-04,84.48,7.60,11.76,27.12
robusta,2002-09-05,85.04,0.66,12.50,26.98
robusta,2002-09-06,86.25,1.42,14.10,27.30
robusta,2002-09-09,91.50,6.09,21.05,29.48
robusta,2002-09-10,91.48,-0.02,21.02,29.15
robusta,2002-09-11,93.48,2.19,23.67,30.10
robusta,2002-09-12,96.16,2.87,27.21,30.76
robusta,2002-09-13,96.54,0.40,27.72,30.55
robusta,2002-09-16,99.29,2.85,31.35,30.87
robusta,2002-09-17,100.85,1.57,33.42,31.03
robusta,2002-09-18,98.80,-2.03,30.71,29.45
robusta,2002-09-19,94.96,-3.89,25.63,27.52
robusta,2002-09-20,93.41,-1.63,23.57,27.43
robusta,2002-09-23,94.98,1.68,25.65,26.57
robusta,2002-09-24,98.93,4.16,30.88,26.17
robusta,2002-09-25,103.31,4.43,36.67,28.19
robusta,2002-09-26,105.06,1.69,38.99,27.94
robusta,2002-09-27,106.14,1.03,40.42,27.39
robusta,2002-09-30,106.41,0.25,40.77,28.30
robusta,2002-10-01,108.39,1.86,1.86,30.02
robusta,2002-10-02,105.83,-2.36,-0.55,28.92
robusta,2002-10-03,107.90,1.96,1.40,29.20
robusta,2002-10-04,103.13,-4.42,-3.08,28.49
robusta,2002-10-07,100.63,-2.42,-5.43,26.94
robusta,2002-10-08,105.89,5.23,-0.49,28.43
robusta,2002-10-09,108.18,2.16,1.66,27.92
robusta,2002-10-10,110.90,2.51,4.22,27.79
robusta,2002-10-11,111.23,0.30,4.53,29.12
robusta,2002-10-14,113.73,2.25,6.88,29.54
robusta,2002-10-15,123.17,8.30,15.75,31.99
robusta,2002-10-16,119.18,-3.24,12.00,30.40
robusta,2002-10-17,117.95,-1.03,10.84,30.20
robusta,2002-10-18,116.10,-1.57,9.11,29.96
robusta,2002-10-21,119.21,2.68,12.03,30.45
robusta,2002-10-22,122.53,2.79,15.15,31.34
robusta,2002-10-23,120.70,-1.49,13.43,30.83
robusta,2002-10-24,123.76,2.54,16.30,32.57
robusta,2002-10-25,123.69,-0.06,16.24,33.16
robusta,2002-10-28,118.89,-3.88,11.73,31.45
robusta,2002-10-29,117.70,-1.00,10.61,30.73
robusta,2002-10-30,117.97,0.23,10.86,31.75
robusta,2002-10-31,118.67,0.59,11.52,32.69
robusta,2002-11-01,116.31,-1.99,-1.99,32.31
robusta,2002-11-04,116.51,0.17,-1.82,32.91
robusta,2002-11-05,119.32,2.41,0.55,33.85
robusta,2002-11-06,121.05,1.45,2.01,33.12
robusta,2002-11-07,127.44,5.28,7.39,35.40
robusta,2002-11-08,127.14,-0.24,7.14,35.81
robusta,2002-11-11,125.46,-1.32,5.72,35.69
robusta,2002-11-12,123.76,-1.36,4.29,34.28
robusta,2002-11-13,129.54,4.67,9.16,35.69
robusta,2002-11-14,132.76,2.49,11.87,36.03
robusta,2002-11-18,141.07,6.26,18.88,39.63
robusta,2002-11-19,140.02,-0.74,17.99,39.39
robusta,2002-11-20,144.29,3.05,21.59,41.05
robusta,2002-11-21,142.54,-1.21,20.11,40.44
robusta,2002-11-22,147.44,3.44,24.24,41.42
robusta,2002-11-25,146.12,-0.90,23.13,41.28
robusta,2002-11-26,147.41,0.88,24.22,40.83
robusta,2002-11-27,149.19,1.21,25.72,41.56
robusta,2002-11-28,149.26,0.05,25.78,41.35
robusta,2002-11-29,151.12,1.25,27.34,41.29
robusta,2002-12-02,151.56,0.29,0.29,41.77
robusta,2002-12-03,152.62,0.70,0.99,41.36
robusta,2002-12-04,152.12,-0.33,0.66,40.84
robusta,2002-12-05,153.70,1.04,1.71,40.77
robusta,2002-12-06,153.17,-0.34,1.36,40.85
robusta,2002-12-09,149.88,-2.15,-0.82,39.60
robusta,2002-12-10,153.54,2.44,1.60,40.35
robusta,2002-12-11,149.90,-2.37,-0.81,39.66
robusta,2002-12-12,140.57,-6.22,-6.98,37.14
robusta,2002-12-13,139.55,-0.73,-7.66,37.41
robusta,2002-12-16,139.12,-0.31,-7.94,38.64
robusta,2002-12-17,142.08,2.13,-5.98,39.74
robusta,2002-12-18,145.76,2.59,-3.55,41.41
robusta,2002-12-19,146.19,0.30,-3.26,41.95
robusta,2002-12-20,144.83,-0.93,-4.16,41.50
robusta,2002-12-23,145.90,0.74,-3.45,41.57
robusta,2002-12-26,143.29,-1.79,-5.18,40.14
robusta,2002-12-27,143.76,0.33,-4.87,40.61
robusta,2002-12-30,142.91,-0.59,-5.43,40.26
robusta,2003-01-02,146.32,2.39,2.39,41.45
robusta,2003-01-03,147.56,0.85,3.25,42.83
robusta,2003-01-06,145.25,-1.57,1.64,43.36
robusta,2003-01-07,147.85,1.79,3.46,44.80
robusta,2003-01-08,145.99,-1.26,2.16,43.97
robusta,2003-01-09,144.92,-0.73,1.41,43.72
robusta,2003-01-10,145.75,0.57,1.99,44.23
robusta,2003-01-13,143.83,-1.32,0.64,43.45
robusta,2003-01-14,143.96,0.09,0.73,44.16
robusta,2003-01-15,142.44,-1.06,-0.33,42.80
robusta,2003-01-16,142.52,0.06,-0.27,43.06
robusta,2003-01-17,145.02,1.75,1.48,42.97
robusta,2003-01-20,147.75,1.88,3.39,43.38
robusta,2003-01-21,149.66,1.29,4.72,43.01
robusta,2003-01-22,157.62,5.32,10.29,44.84
robusta,2003-01-23,161.04,2.17,12.69,45.62
robusta,2003-01-24,162.51,0.91,13.71,44.83
robusta,2003-01-27,162.77,0.16,13.90,44.97
robusta,2003-01-28,162.78,0.01,13.90,44.72
robusta,2003-01-29,163.60,0.50,14.48,45.38
robusta,2003-01-30,158.78,-2.95,11.10,44.60
robusta,2003-01-31,161.41,1.66,12.95,45.86
robusta,2003-02-03,161.85,0.27,0.27,46.05
robusta,2003-02-04,160.85,-0.62,-0.35,45.06
robusta,2003-02-05,158.73,-1.32,-1.66,44.56
robusta,2003-02-06,160.54,1.14,-0.54,44.69
robusta,2003-02-07,162.55,1.25,0.71,45.28
robusta,2003-02-10,160.94,-0.99,-0.29,44.89
robusta,2003-02-11,159.89,-0.65,-0.94,44.64
robusta,2003-02-12,158.45,-0.90,-1.83,43.95
robusta,2003-02-13,153.81,-2.93,-4.71,42.02
robusta,2003-02-14,152.70,-0.72,-5.40,41.66
robusta,2003-02-17,151.44,-0.83,-6.18,41.83
robusta,2003-02-18,147.60,-2.54,-8.56,41.11
robusta,2003-02-19,145.58,-1.37,-9.81,40.27
robusta,2003-02-20,148.48,1.99,-8.01,41.07
robusta,2003-02-21,146.82,-1.12,-9.04,40.54
robusta,2003-02-24,139.91,-4.71,-13.32,39.02
robusta,2003-02-25,141.93,1.44,-12.07,39.37
robusta,2003-02-26,140.51,-1.00,-12.95,39.23
robusta,2003-02-27,141.48,0.69,-12.35,39.69
robusta,2003-02-28,139.63,-1.31,-13.49,39.11
robusta,2003-03-05,136.08,-2.54,-2.54,38.30
robusta,2003-03-06,136.05,-0.02,-2.56,38.87
robusta,2003-03-07,138.33,1.68,-0.93,39.52
robusta,2003-03-10,138.90,0.41,-0.52,39.44
robusta,2003-03-11,134.84,-2.92,-3.43,38.69
robusta,2003-03-12,133.71,-0.84,-4.24,38.53
robusta,2003-03-13,133.38,-0.25,-4.48,39.14
robusta,2003-03-14,131.25,-1.60,-6.00,38.21
robusta,2003-03-17,126.79,-3.40,-9.20,36.80
robusta,2003-03-18,125.70,-0.86,-9.98,36.49
robusta,2003-03-19,126.22,0.41,-9.60,36.40
robusta,2003-03-20,129.47,2.57,-7.28,37.20
robusta,2003-03-21,129.16,-0.24,-7.50,37.93
robusta,2003-03-24,126.20,-2.29,-9.62,37.12
robusta,2003-03-25,125.37,-0.66,-10.21,37.20
robusta,2003-03-26,124.51,-0.69,-10.83,36.78
robusta,2003-03-27,124.87,0.29,-10.57,36.87
robusta,2003-03-28,127.12,1.80,-8.96,37.80
robusta,2003-03-31,126.87,-0.20,-9.14,37.84
robusta,2003-04-01,129.67,2.21,2.21,39.13
robusta,2003-04-02,131.06,1.07,3.30,40.18
robusta,2003-04-03,133.79,2.08,5.45,41.10
robusta,2003-04-04,131.83,-1.46,3.91,40.94
robusta,2003-04-07,131.59,-0.18,3.72,41.75
robusta,2003-04-08,127.50,-3.11,0.50,40.03
robusta,2003-04-09,127.57,0.05,0.55,39.93
robusta,2003-04-10,127.34,-0.18,0.37,39.23
robusta,2003-04-11,126.14,-0.94,-0.58,39.36
robusta,2003-04-14,123.55,-2.05,-2.62,39.07
robusta,2003-04-15,124.01,0.37,-2.25,40.26
robusta,2003-04-16,123.09,-0.74,-2.98,39.77
robusta,2003-04-17,123.98,0.72,-2.28,40.92
robusta,2003-04-22,123.64,-0.27,-2.55,40.65
robusta,2003-04-23,123.67,0.02,-2.52,41.22
robusta,2003-04-24,122.54,-0.91,-3.41,40.67
robusta,2003-04-25,122.07,-0.38,-3.78,40.60
robusta,2003-04-28,120.07,-1.64,-5.36,40.54
