quote_type,quote_date,price_brl,variation_day,variation_month,price_usd
arabica,1996-09-02,123.09,,,121.15
arabica,1996-09-03,119.68,-2.77,,117.69
arabica,1996-09-04,119.39,-0.24,,117.44
arabica,1996-09-05,118.42,-0.81,,116.38
arabica,1996-09-06,118.09,-0.28,,115.98
arabica,1996-09-09,117.30,-0.67,,115.11
arabica,1996-09-10,116.84,-0.39,,114.71
arabica,1996-09-11,114.00,-2.43,,111.94
arabica,1996-09-12,115.76,1.54,,113.46
arabica,1996-09-13,115.97,0.18,,113.84
arabica,1996-09-16,116.40,0.37,,114.27
arabica,1996-09-17,118.07,1.43,,115.86
arabica,1996-09-18,117.29,-0.66,,115.09
arabica,1996-09-19,115.93,-1.16,,113.76
arabica,1996-09-20,115.56,-0.32,,113.35
arabica,1996-09-23,115.85,0.25,,113.63
arabica,1996-09-24,116.28,0.37,,114.04
arabica,1996-09-25,116.21,-0.06,,113.90
arabica,1996-09-26,115.52,-0.59,,113.23
arabica,1996-09-27,115.10,-0.36,,112.77
arabica,1996-09-30,112.45,-2.30,,110.13
arabica,1996-10-01,113.83,1.23,1.23,111.48
arabica,1996-10-02,114.21,0.33,1.57,111.85
arabica,1996-10-04,116.52,2.02,3.62,114.00
arabica,1996-10-07,119.45,2.51,6.22,116.87
arabica,1996-10-08,118.95,-0.42,5.78,116.35
arabica,1996-10-09,119.67,0.61,6.42,116.91
arabica,1996-10-10,118.97,-0.58,5.80,116.16
arabica,1996-10-11,119.41,0.37,6.19,116.50
arabica,1996-10-14,117.42,-1.67,4.42,114.60
arabica,1996-10-15,117.02,-0.34,4.06,114.21
arabica,1996-10-16,115.75,-1.09,2.93,112.96
arabica,1996-10-17,114.31,-1.24,1.65,111.57
arabica,1996-10-18,113.48,-0.73,0.92,110.76
arabica,1996-10-21,115.35,1.65,2.58,112.57
arabica,1996-10-22,119.32,3.44,6.11,116.09
arabica,1996-10-23,118.83,-0.41,5.67,115.82
arabica,1996-10-24,116.22,-2.20,3.35,113.32
arabica,1996-10-25,115.09,-0.97,2.35,112.02
arabica,1996-10-28,116.12,0.89,3.26,112.79
arabica,1996-10-29,115.68,-0.38,2.87,112.56
arabica,1996-10-30,115.83,0.13,3.01,112.77
arabica,1996-10-31,116.18,0.30,3.32,112.99
arabica,1996-11-01,116.39,0.18,0.18,113.28
arabica,1996-11-04,116.63,0.21,0.39,113.50
arabica,1996-11-05,117.24,0.52,0.91,114.08
arabica,1996-11-06,119.25,1.71,2.64,116.05
arabica,1996-11-07,119.71,0.39,3.04,116.38
arabica,1996-11-08,119.13,-0.48,2.54,115.68
arabica,1996-11-11,115.92,-2.69,-0.22,112.58
arabica,1996-11-12,117.33,1.22,0.99,113.88
arabica,1996-11-13,119.88,2.17,3.18,116.36
arabica,1996-11-14,120.84,0.80,4.01,117.26
arabica,1996-11-18,120.30,-0.45,3.55,116.75
arabica,1996-11-19,121.39,0.91,4.48,117.86
arabica,1996-11-20,122.86,1.21,5.75,119.21
arabica,1996-11-21,119.71,-2.56,3.04,116.13
arabica,1996-11-22,120.34,0.53,3.58,116.75
arabica,1996-11-25,119.49,-0.71,2.85,115.91
arabica,1996-11-26,119.96,0.39,3.25,116.28
arabica,1996-11-27,119.97,0.01,3.26,116.23
arabica,1996-11-28,119.77,-0.17,3.09,115.98
arabica,1996-11-29,118.58,-0.99,2.07,114.82
arabica,1996-12-02,117.87,-0.60,-0.60,114.15
arabica,1996-12-03,119.21,1.14,0.53,115.44
arabica,1996-12-04,119.40,0.16,0.69,115.52
arabica,1996-12-05,119.58,0.15,0.84,115.58
arabica,1996-12-06,119.58,0.00,0.84,115.58
arabica,1996-12-09,120.73,0.96,1.81,116.68
arabica,1996-12-10,121.72,0.82,2.65,117.49
arabica,1996-12-11,122.45,0.60,3.26,118.13
arabica,1996-12-12,123.81,1.11,4.41,119.27
arabica,1996-12-13,125.97,1.74,6.23,121.38
arabica,1996-12-16,126.52,0.44,6.70,121.78
arabica,1996-12-17,128.27,1.38,8.17,123.34
arabica,1996-12-18,131.96,2.88,11.28,127.11
arabica,1996-12-19,130.55,-1.07,10.09,125.77
arabica,1996-12-20,131.33,0.60,10.75,126.51
arabica,1996-12-23,130.38,-0.72,9.95,125.53
arabica,1996-12-26,132.94,1.96,12.11,127.98
arabica,1996-12-27,136.43,2.63,15.05,131.16
arabica,1996-12-30,137.62,0.87,16.06,132.47
arabica,1997-01-02,138.65,0.75,0.75,133.41
arabica,1997-01-03,141.29,1.90,2.67,135.90
arabica,1997-01-06,140.07,-0.86,1.78,134.66
arabica,1997-01-07,144.49,3.16,4.99,138.92
arabica,1997-01-08,148.71,2.92,8.06,142.88
arabica,1997-01-09,151.82,2.09,10.32,145.81
arabica,1997-01-10,152.41,0.39,10.75,146.42
arabica,1997-01-13,151.88,-0.35,10.36,145.80
arabica,1997-01-14,154.98,2.04,12.61,148.75
arabica,1997-01-15,156.80,1.17,13.94,150.45
arabica,1997-01-16,157.64,0.54,14.55,151.07
arabica,1997-01-17,158.60,0.61,15.24,151.94
arabica,1997-01-20,161.18,1.63,17.12,154.54
arabica,1997-01-21,162.13,0.59,17.81,155.43
arabica,1997-01-22,171.66,5.88,24.73,164.52
arabica,1997-01-23,178.99,4.27,30.06,171.50
arabica,1997-01-24,175.42,-1.99,27.47,168.08
arabica,1997-01-27,171.18,-2.42,24.39,164.00
arabica,1997-01-28,172.39,0.71,25.27,165.24
arabica,1997-01-29,180.27,4.57,30.99,172.43
arabica,1997-01-30,173.41,-3.81,26.01,165.88
arabica,1997-01-31,170.86,-1.47,24.15,163.36
arabica,1997-02-03,174.24,1.98,1.98,166.72
arabica,1997-02-04,178.10,2.22,4.24,170.25
arabica,1997-02-05,174.82,-1.84,2.32,167.00
arabica,1997-02-06,179.14,2.47,4.85,171.10
arabica,1997-02-07,180.34,0.67,5.55,172.20
arabica,1997-02-12,199.28,10.50,16.63,190.22
arabica,1997-02-13,205.31,3.03,20.16,195.78
arabica,1997-02-14,204.90,-0.20,19.92,195.27
arabica,1997-02-17,201.41,-1.70,17.88,192.04
arabica,1997-02-18,192.33,-4.51,12.57,183.31
arabica,1997-02-19,200.19,4.09,17.17,190.63
arabica,1997-02-20,202.13,0.97,18.30,192.46
arabica,1997-02-24,195.59,-3.24,14.47,186.21
arabica,1997-02-25,202.23,3.39,18.36,192.49
arabica,1997-02-26,207.55,2.63,21.47,197.44
arabica,1997-02-27,204.32,-1.56,19.58,194.41
arabica,1997-02-28,206.70,1.16,20.98,196.66
arabica,1997-03-03,212.08,2.60,2.60,201.75
arabica,1997-03-04,218.78,3.16,5.84,208.07
arabica,1997-03-05,227.09,3.80,9.86,215.74
arabica,1997-03-06,223.55,-1.56,8.15,212.36
arabica,1997-03-07,218.56,-2.23,5.74,207.60
arabica,1997-03-10,228.81,4.69,10.70,217.33
arabica,1997-03-11,231.88,1.34,12.18,220.10
arabica,1997-03-12,231.67,-0.09,12.08,219.80
arabica,1997-03-13,219.55,-5.23,6.22,208.03
arabica,1997-03-14,221.74,1.00,7.28,210.20
arabica,1997-03-17,209.77,-5.40,1.49,198.14
arabica,1997-03-18,206.55,-1.54,-0.07,195.04
arabica,1997-03-19,211.91,2.60,2.52,199.81
arabica,1997-03-20,211.21,-0.33,2.18,199.25
arabica,1997-03-21,209.53,-0.80,1.37,197.45
arabica,1997-03-24,203.53,-2.86,-1.53,191.76
arabica,1997-03-25,212.82,4.56,2.96,200.55
arabica,1997-03-26,225.54,5.98,9.11,212.54
arabica,1997-03-31,225.96,0.19,9.32,213.25
arabica,1997-04-01,228.33,1.05,1.05,215.63
arabica,1997-04-02,228.89,0.25,1.30,216.03
arabica,1997-04-03,214.75,-6.18,-4.96,203.04
arabica,1997-04-04,211.37,-1.57,-6.46,199.75
arabica,1997-04-07,215.10,1.76,-4.81,203.11
arabica,1997-04-08,214.62,-0.22,-5.02,202.76
arabica,1997-04-09,220.20,2.60,-2.55,208.03
arabica,1997-04-10,220.36,0.07,-2.48,208.16
arabica,1997-04-11,219.83,-0.24,-2.71,207.56
arabica,1997-04-14,220.62,0.36,-2.36,208.19
arabica,1997-04-15,221.14,0.24,-2.13,208.56
arabica,1997-04-16,229.95,3.98,1.77,216.77
arabica,1997-04-17,228.81,-0.50,1.26,215.65
arabica,1997-04-18,230.47,0.73,2.00,217.10
arabica,1997-04-22,223.84,-2.88,-0.94,210.59
arabica,1997-04-23,228.52,2.09,1.13,214.95
arabica,1997-04-24,228.85,0.14,1.28,215.28
arabica,1997-04-25,226.68,-0.95,0.32,213.29
arabica,1997-04-28,228.15,0.65,0.97,214.65
arabica,1997-04-29,230.44,1.00,1.98,216.74
arabica,1997-04-30,234.46,1.74,3.76,220.44
arabica,1997-05-02,234.67,0.09,0.09,220.55
arabica,1997-05-05,236.32,0.70,0.79,222.04
arabica,1997-05-06,232.40,-1.66,-0.88,218.27
arabica,1997-05-07,232.21,-0.08,-0.96,218.04
arabica,1997-05-08,234.51,0.99,0.02,220.21
arabica,1997-05-09,234.17,-0.14,-0.12,219.65
arabica,1997-05-12,240.42,2.67,2.54,225.39
arabica,1997-05-13,244.76,1.81,4.39,229.30
arabica,1997-05-14,244.89,0.05,4.45,229.34
arabica,1997-05-15,251.43,2.67,7.24,235.53
arabica,1997-05-16,251.18,-0.10,7.13,235.34
arabica,1997-05-19,249.44,-0.69,6.39,233.60
arabica,1997-05-20,247.15,-0.92,5.41,231.39
arabica,1997-05-21,255.02,3.18,8.77,238.65
arabica,1997-05-22,265.94,4.28,13.43,248.66
arabica,1997-05-23,265.31,-0.24,13.16,247.93
arabica,1997-05-26,265.42,0.04,13.20,247.64
arabica,1997-05-27,278.41,4.89,18.75,259.32
arabica,1997-05-28,300.35,7.88,28.10,280.00
arabica,1997-05-30,282.38,-5.98,20.44,263.49
arabica,1997-06-02,258.31,-8.52,-8.52,241.28
arabica,1997-06-03,266.97,3.35,-5.46,249.21
arabica,1997-06-04,267.33,0.13,-5.33,249.26
arabica,1997-06-05,257.51,-3.67,-8.81,240.01
arabica,1997-06-06,263.12,2.18,-6.82,245.28
arabica,1997-06-09,269.85,2.56,-4.44,251.56
arabica,1997-06-10,250.39,-7.21,-11.33,233.42
arabica,1997-06-11,244.20,-2.47,-13.52,227.54
arabica,1997-06-12,253.04,3.62,-10.39,235.72
arabica,1997-06-13,236.14,-6.68,-16.38,219.77
arabica,1997-06-16,230.40,-2.43,-18.41,214.62
arabica,1997-06-17,242.38,5.20,-14.17,225.70
arabica,1997-06-18,231.55,-4.47,-18.00,215.44
arabica,1997-06-19,241.77,4.41,-14.38,224.80
arabica,1997-06-20,240.80,-0.40,-14.72,223.44
arabica,1997-06-23,234.30,-2.70,-17.03,217.69
arabica,1997-06-24,230.68,-1.55,-18.31,214.18
arabica,1997-06-25,228.49,-0.95,-19.08,212.25
arabica,1997-06-26,216.36,-5.31,-23.38,200.98
arabica,1997-06-27,213.79,-1.19,-24.29,198.49
arabica,1997-06-30,216.52,1.28,-23.32,201.00
arabica,1997-07-01,216.54,0.01,0.01,201.08
arabica,1997-07-02,212.75,-1.75,-1.74,197.52
arabica,1997-07-03,209.18,-1.68,-3.39,194.16
arabica,1997-07-04,207.24,-0.93,-4.29,192.32
arabica,1997-07-07,197.63,-4.64,-8.72,183.36
arabica,1997-07-08,201.62,2.02,-6.88,186.85
arabica,1997-07-10,187.71,-6.90,-13.31,173.90
arabica,1997-07-11,193.34,3.00,-10.71,179.00
arabica,1997-07-14,193.33,-0.01,-10.71,178.93
arabica,1997-07-15,188.82,-2.33,-12.79,174.75
arabica,1997-07-16,190.88,1.09,-11.84,176.62
arabica,1997-07-17,189.09,-0.94,-12.67,175.00
arabica,1997-07-18,192.82,1.97,-10.95,178.32
arabica,1997-07-21,185.57,-3.76,-14.29,171.64
arabica,1997-07-22,190.95,2.90,-11.81,176.59
arabica,1997-07-23,199.91,4.69,-7.67,184.76
arabica,1997-07-24,198.11,-0.90,-8.50,183.11
arabica,1997-07-25,195.52,-1.31,-9.70,180.69
arabica,1997-07-28,202.17,3.40,-6.63,186.78
arabica,1997-07-29,202.26,0.04,-6.59,186.74
arabica,1997-07-30,201.41,-0.42,-6.98,186.00
arabica,1997-07-31,198.91,-1.24,-8.13,183.67
arabica,1997-08-01,199.74,0.42,0.42,184.41
arabica,1997-08-04,207.72,4.00,4.43,191.79
arabica,1997-08-05,212.52,2.31,6.84,196.03
arabica,1997-08-06,209.95,-1.21,5.55,193.64
arabica,1997-08-07,217.10,3.41,9.14,200.24
arabica,1997-08-08,216.91,-0.09,9.05,199.81
arabica,1997-08-11,214.64,-1.05,7.91,197.73
arabica,1997-08-12,209.43,-2.43,5.29,192.89
arabica,1997-08-13,204.68,-2.27,2.90,188.47
arabica,1997-08-14,208.70,1.96,4.92,192.17
arabica,1997-08-15,204.64,-1.95,2.88,188.23
arabica,1997-08-18,205.12,0.23,3.12,188.48
arabica,1997-08-19,211.52,3.12,6.34,194.16
arabica,1997-08-20,205.36,-2.91,3.24,188.62
arabica,1997-08-21,209.22,1.88,5.18,192.22
arabica,1997-08-22,207.05,-1.04,4.09,189.71
arabica,1997-08-25,207.15,0.05,4.14,189.80
arabica,1997-08-26,208.55,0.68,4.85,190.92
arabica,1997-08-27,212.68,1.98,6.92,194.76
arabica,1997-08-28,214.01,0.63,7.59,196.02
arabica,1997-08-29,220.30,2.94,10.75,201.74
arabica,1997-09-01,221.28,0.44,0.44,202.68
arabica,1997-09-02,227.33,2.73,3.19,208.16
arabica,1997-09-03,235.33,3.52,6.82,215.41
arabica,1997-09-04,240.38,2.15,9.11,220.13
arabica,1997-09-05,235.64,-1.97,6.96,215.95
arabica,1997-09-08,234.72,-0.39,6.55,215.12
arabica,1997-09-09,231.20,-1.50,4.95,211.92
arabica,1997-09-10,230.28,-0.40,4.53,210.97
arabica,1997-09-11,233.12,1.23,5.82,213.54
arabica,1997-09-12,219.85,-5.69,-0.20,201.31
arabica,1997-09-15,215.80,-1.84,-2.04,197.60
arabica,1997-09-16,211.41,-2.03,-4.04,193.48
arabica,1997-09-17,217.74,2.99,-1.16,199.18
arabica,1997-09-18,211.79,-2.73,-3.86,193.62
arabica,1997-09-19,217.31,2.61,-1.36,198.61
arabica,1997-09-22,213.67,-1.68,-3.01,195.26
arabica,1997-09-23,212.34,-0.62,-3.61,193.94
arabica,1997-09-24,212.53,0.09,-3.53,194.09
arabica,1997-09-25,208.18,-2.05,-5.50,190.05
arabica,1997-09-26,207.24,-0.45,-5.93,189.17
arabica,1997-09-29,205.74,-0.72,-6.61,187.74
arabica,1997-09-30,205.86,0.06,-6.55,187.82
arabica,1997-10-01,204.97,-0.43,-0.43,186.92
arabica,1997-10-02,202.78,-1.07,-1.50,184.90
arabica,1997-10-03,204.12,0.66,-0.85,186.09
arabica,1997-10-06,211.27,3.50,2.63,192.57
arabica,1997-10-07,204.07,-3.41,-0.87,185.96
arabica,1997-10-08,207.74,1.80,0.91,189.30
arabica,1997-10-09,205.72,-0.97,-0.07,187.38
arabica,1997-10-10,208.21,1.21,1.14,189.58
arabica,1997-10-13,207.95,-0.12,1.02,189.37
arabica,1997-10-14,208.59,0.31,1.33,189.90
arabica,1997-10-15,210.38,0.86,2.20,191.41
arabica,1997-10-16,205.45,-2.34,-0.20,186.89
arabica,1997-10-17,199.83,-2.74,-2.93,181.76
arabica,1997-10-20,199.86,0.02,-2.91,181.73
arabica,1997-10-21,199.78,-0.04,-2.95,181.65
arabica,1997-10-22,200.30,0.26,-2.70,181.99
arabica,1997-10-23,198.57,-0.86,-3.54,180.44
arabica,1997-10-24,197.88,-0.35,-3.88,179.74
arabica,1997-10-27,198.16,0.14,-3.74,179.41
arabica,1997-10-28,196.08,-1.05,-4.75,178.10
arabica,1997-10-29,197.75,0.85,-3.94,179.46
arabica,1997-10-30,196.98,-0.39,-4.31,178.04
arabica,1997-10-31,195.09,-0.96,-5.23,176.92
arabica,1997-11-03,190.96,-2.12,-2.12,173.19
arabica,1997-11-04,189.46,-0.79,-2.89,171.67
arabica,1997-11-05,193.45,2.11,-0.84,175.29
arabica,1997-11-06,189.87,-1.85,-2.68,171.50
arabica,1997-11-07,195.22,2.82,0.07,176.43
arabica,1997-11-10,199.18,2.03,2.10,180.19
arabica,1997-11-11,198.75,-0.22,1.88,179.91
arabica,1997-11-12,201.40,1.33,3.23,182.08
arabica,1997-11-13,203.85,1.22,4.49,184.01
arabica,1997-11-14,204.81,0.47,4.98,185.01
arabica,1997-11-17,204.32,-0.24,4.73,184.82
arabica,1997-11-18,205.46,0.56,5.32,185.82
arabica,1997-11-19,209.35,1.89,7.31,188.96
arabica,1997-11-20,204.78,-2.18,4.97,184.49
arabica,1997-11-21,205.04,0.13,5.10,184.80
arabica,1997-11-24,203.97,-0.52,4.55,183.99
arabica,1997-11-25,205.77,0.88,5.47,185.40
arabica,1997-11-26,207.50,0.84,6.36,186.89
arabica,1997-11-27,207.69,0.09,6.46,187.45
arabica,1997-11-28,208.06,0.18,6.65,187.57
arabica,1997-12-01,215.71,3.68,3.68,194.49
arabica,1997-12-02,220.82,2.37,6.13,199.11
arabica,1997-12-03,222.12,0.59,6.76,200.09
arabica,1997-12-04,223.59,0.66,7.46,201.41
arabica,1997-12-05,227.59,1.79,9.39,205.00
arabica,1997-12-08,228.61,0.45,9.88,205.66
arabica,1997-12-09,239.89,4.93,15.30,215.81
arabica,1997-12-10,247.53,3.18,18.97,222.20
arabica,1997-12-11,245.91,-0.65,18.19,220.53
arabica,1997-12-12,244.97,-0.38,17.74,219.41
arabica,1997-12-15,249.01,1.65,19.68,223.81
arabica,1997-12-16,232.70,-6.55,11.84,208.96
arabica,1997-12-17,224.82,-3.39,8.06,201.87
arabica,1997-12-18,226.06,0.55,8.65,202.98
arabica,1997-12-19,221.52,-2.01,6.47,198.87
arabica,1997-12-22,217.19,-1.95,4.39,194.86
arabica,1997-12-23,222.41,2.40,6.90,199.56
arabica,1997-12-26,221.09,-0.59,6.26,198.33
arabica,1997-12-29,225.11,1.82,8.19,201.96
arabica,1997-12-30,225.80,0.31,8.53,202.31
arabica,1998-01-02,226.14,0.15,0.15,202.61
arabica,1998-01-05,230.00,1.71,1.86,206.09
arabica,1998-01-06,226.20,-1.65,0.18,202.67
arabica,1998-01-07,230.03,1.69,1.87,205.92
arabica,1998-01-08,237.43,3.22,5.15,212.06
arabica,1998-01-09,238.48,0.44,5.62,213.37
arabica,1998-01-12,238.58,0.04,5.66,213.24
arabica,1998-01-13,247.70,3.82,9.70,221.53
arabica,1998-01-14,249.61,0.77,10.54,222.81
arabica,1998-01-15,250.63,0.41,11.00,223.57
arabica,1998-01-16,246.19,-1.77,9.03,219.62
arabica,1998-01-19,244.52,-0.68,8.29,218.48
arabica,1998-01-20,251.71,2.94,11.47,224.73
arabica,1998-01-21,252.10,0.15,11.65,225.05
arabica,1998-01-22,248.69,-1.35,10.14,222.02
arabica,1998-01-23,248.64,-0.02,10.12,221.78
arabica,1998-01-26,247.77,-0.35,9.73,221.00
arabica,1998-01-27,240.28,-3.02,6.41,214.13
arabica,1998-01-28,245.65,2.23,8.79,218.86
arabica,1998-01-29,248.16,1.02,9.90,220.96
arabica,1998-01-30,247.00,-0.47,9.39,219.92
arabica,1998-02-02,248.87,0.76,0.76,221.59
arabica,1998-02-03,247.66,-0.49,0.27,220.32
arabica,1998-02-04,248.22,0.23,0.49,220.81
arabica,1998-02-05,247.91,-0.12,0.37,220.54
arabica,1998-02-06,245.00,-1.17,-0.81,217.76
arabica,1998-02-09,238.36,-2.71,-3.50,211.86
arabica,1998-02-10,233.66,-1.97,-5.40,207.50
arabica,1998-02-11,232.16,-0.64,-6.01,206.16
arabica,1998-02-12,232.18,0.01,-6.00,206.14
arabica,1998-02-13,232.17,-0.00,-6.00,205.95
arabica,1998-02-16,230.03,-0.92,-6.87,204.11
arabica,1998-02-17,229.46,-0.25,-7.10,203.40
arabica,1998-02-18,236.67,3.14,-4.18,209.79
arabica,1998-02-19,242.83,2.60,-1.69,215.08
arabica,1998-02-20,241.68,-0.47,-2.15,214.04
arabica,1998-02-25,239.06,-1.08,-3.21,211.67
arabica,1998-02-26,238.65,-0.17,-3.38,211.29
arabica,1998-02-27,231.98,-2.79,-6.08,205.28
arabica,1998-03-02,228.38,-1.55,-1.55,202.09
arabica,1998-03-03,224.81,-1.56,-3.09,198.95
arabica,1998-03-04,226.28,0.65,-2.46,200.06
arabica,1998-03-05,223.95,-1.03,-3.46,197.99
arabica,1998-03-06,219.48,-2.00,-5.39,194.03
arabica,1998-03-09,221.34,0.85,-4.59,195.51
arabica,1998-03-10,220.43,-0.41,-4.98,194.71
arabica,1998-03-11,221.38,0.43,-4.57,195.56
arabica,1998-03-12,215.77,-2.53,-6.99,190.59
arabica,1998-03-13,210.36,-2.51,-9.32,185.65
arabica,1998-03-16,211.09,0.35,-9.01,186.30
arabica,1998-03-17,205.94,-2.44,-11.23,181.78
arabica,1998-03-18,200.46,-2.66,-13.59,176.77
arabica,1998-03-19,193.75,-3.35,-16.48,170.84
arabica,1998-03-20,192.01,-0.90,-17.23,169.29
arabica,1998-03-23,192.92,0.47,-16.84,170.08
arabica,1998-03-24,193.83,0.47,-16.45,170.87
arabica,1998-03-25,195.11,0.66,-15.89,171.83
arabica,1998-03-26,196.06,0.49,-15.48,172.67
arabica,1998-03-27,195.47,-0.30,-15.74,172.05
arabica,1998-03-30,196.45,0.50,-15.32,172.91
arabica,1998-03-31,198.14,0.86,-14.59,174.25
arabica,1998-04-01,195.19,-1.49,-1.49,171.66
arabica,1998-04-02,194.85,-0.17,-1.66,171.36
arabica,1998-04-03,191.28,-1.83,-3.46,168.07
arabica,1998-04-06,192.84,0.82,-2.67,169.26
arabica,1998-04-07,192.36,-0.25,-2.92,169.01
arabica,1998-04-08,194.35,1.03,-1.91,170.61
arabica,1998-04-13,200.68,3.26,1.28,176.13
arabica,1998-04-14,201.08,0.20,1.48,176.39
arabica,1998-04-15,199.79,-0.64,0.83,175.18
arabica,1998-04-16,196.65,-1.57,-0.75,172.38
arabica,1998-04-17,197.28,0.32,-0.43,172.90
arabica,1998-04-20,196.25,-0.52,-0.95,171.92
arabica,1998-04-22,193.50,-1.40,-2.34,169.36
arabica,1998-04-23,181.92,-5.98,-8.19,159.08
arabica,1998-04-24,178.83,-1.70,-9.75,156.45
arabica,1998-04-27,176.84,-1.11,-10.75,154.52
arabica,1998-04-28,174.98,-1.05,-11.69,152.77
arabica,1998-04-29,172.97,-1.15,-12.70,151.06
arabica,1998-04-30,168.66,-2.49,-14.88,147.48
arabica,1998-05-04,160.86,-4.62,-4.62,140.66
arabica,1998-05-05,164.76,2.42,-2.31,143.96
arabica,1998-05-06,160.26,-2.73,-4.98,140.00
arabica,1998-05-07,159.86,-0.25,-5.22,139.64
arabica,1998-05-08,160.65,0.49,-4.75,140.29
arabica,1998-05-11,160.91,0.16,-4.60,140.46
arabica,1998-05-12,160.61,-0.19,-4.77,140.13
arabica,1998-05-13,160.49,-0.07,-4.84,139.86
arabica,1998-05-14,162.89,1.50,-3.42,142.06
arabica,1998-05-15,161.78,-0.68,-4.08,141.09
arabica,1998-05-18,162.86,0.67,-3.44,141.74
arabica,1998-05-19,167.76,3.01,-0.53,146.13
arabica,1998-05-20,168.15,0.23,-0.30,146.40
arabica,1998-05-21,166.55,-0.95,-1.25,144.84
arabica,1998-05-22,167.93,0.83,-0.43,145.81
arabica,1998-05-25,167.43,-0.30,-0.73,145.30
arabica,1998-05-26,162.00,-3.24,-3.95,140.44
arabica,1998-05-27,160.21,-1.10,-5.01,139.21
arabica,1998-05-28,160.34,0.08,-4.93,139.46
arabica,1998-05-29,158.89,-0.90,-5.79,138.12
arabica,1998-06-01,150.97,-4.98,-4.98,131.08
arabica,1998-06-02,153.14,1.44,-3.62,133.04
arabica,1998-06-03,154.55,0.92,-2.73,134.24
arabica,1998-06-04,154.21,-0.22,-2.95,133.97
arabica,1998-06-05,152.75,-0.95,-3.86,132.59
arabica,1998-06-08,145.31,-4.87,-8.55,126.06
arabica,1998-06-09,146.88,1.08,-7.56,127.32
arabica,1998-06-10,146.76,-0.08,-7.63,127.21
arabica,1998-06-12,144.89,-1.27,-8.81,125.50
arabica,1998-06-15,142.57,-1.60,-10.27,123.54
arabica,1998-06-16,140.38,-1.54,-11.65,121.59
arabica,1998-06-17,139.68,-0.50,-12.09,120.92
arabica,1998-06-18,137.17,-1.80,-13.67,118.71
arabica,1998-06-19,132.77,-3.21,-16.44,114.97
arabica,1998-06-22,129.70,-2.31,-18.37,112.30
arabica,1998-06-23,128.97,-0.56,-18.83,111.68
arabica,1998-06-24,127.17,-1.40,-19.96,110.03
arabica,1998-06-25,128.55,1.09,-19.09,111.24
arabica,1998-06-26,127.38,-0.91,-19.83,110.15
arabica,1998-06-29,126.02,-1.07,-20.69,108.99
arabica,1998-06-30,125.41,-0.48,-21.07,108.43
arabica,1998-07-01,126.29,0.70,0.70,109.18
arabica,1998-07-02,125.32,-0.77,-0.07,108.36
arabica,1998-07-03,125.37,0.04,-0.03,108.37
arabica,1998-07-06,127.20,1.46,1.43,109.83
arabica,1998-07-07,126.98,-0.17,1.25,109.62
arabica,1998-07-08,129.57,2.04,3.32,111.39
arabica,1998-07-10,128.76,-0.63,2.67,111.04
arabica,1998-07-13,124.33,-3.44,-0.86,106.82
arabica,1998-07-14,125.70,1.10,0.23,108.10
arabica,1998-07-15,126.28,0.46,0.69,108.65
arabica,1998-07-16,127.10,0.65,1.35,109.40
arabica,1998-07-17,127.49,0.31,1.66,109.85
arabica,1998-07-20,128.59,0.86,2.54,110.83
arabica,1998-07-21,128.93,0.26,2.81,111.09
arabica,1998-07-22,132.65,2.89,5.77,114.06
arabica,1998-07-23,132.12,-0.40,5.35,113.33
arabica,1998-07-24,131.08,-0.79,4.52,112.28
arabica,1998-07-27,130.98,-0.08,4.44,112.44
arabica,1998-07-28,134.06,2.35,6.90,114.96
arabica,1998-07-29,135.40,1.00,7.97,116.52
arabica,1998-07-30,141.43,4.45,12.77,121.70
arabica,1998-07-31,147.76,4.48,17.82,127.05
arabica,1998-08-03,148.74,0.66,0.66,127.73
arabica,1998-08-04,146.38,-1.59,-0.93,125.54
arabica,1998-08-05,145.11,-0.87,-1.79,124.31
arabica,1998-08-06,144.16,-0.65,-2.44,123.47
arabica,1998-08-07,143.42,-0.51,-2.94,122.80
arabica,1998-08-10,141.84,-1.10,-4.01,121.36
arabica,1998-08-11,134.39,-5.25,-9.05,114.98
arabica,1998-08-12,131.48,-2.17,-11.02,112.23
arabica,1998-08-13,131.02,-0.35,-11.33,111.84
arabica,1998-08-14,125.97,-3.85,-14.75,107.47
arabica,1998-08-17,129.05,2.45,-12.66,110.02
arabica,1998-08-18,131.06,1.56,-11.30,111.64
arabica,1998-08-19,132.07,0.77,-10.62,112.50
arabica,1998-08-20,129.74,-1.76,-12.20,110.51
arabica,1998-08-21,130.00,0.20,-12.02,110.64
arabica,1998-08-24,131.96,1.51,-10.69,112.31
arabica,1998-08-25,137.00,3.82,-7.28,116.60
arabica,1998-08-26,133.99,-2.20,-9.32,114.31
arabica,1998-08-27,134.31,0.24,-9.10,114.18
arabica,1998-08-28,136.54,1.66,-7.59,116.09
arabica,1998-08-31,134.18,-1.73,-9.19,114.15
arabica,1998-09-01,133.48,-0.52,-0.52,113.41
arabica,1998-09-02,132.61,-0.65,-1.17,112.66
arabica,1998-09-03,132.63,0.02,-1.16,112.59
arabica,1998-09-04,131.62,-0.76,-1.91,111.72
arabica,1998-09-08,133.00,1.05,-0.88,113.08
arabica,1998-09-09,131.69,-0.98,-1.86,111.70
arabica,1998-09-10,127.33,-3.31,-5.11,108.00
arabica,1998-09-11,121.58,-4.52,-9.39,103.12
